Feature	Gain	Cover	Frequency
cforex_buy_delta1	0.000124789141487236	0.00158233203938745	0.000140249995617188
cseguro_vivienda	0.000123616448215403	0.000230865560741636	0.000219140618151856
cpayroll_trx_delta1	0.000115309187900818	0.000307961270904194	0.00039445311267334
tpaquete9_lag1	0.000115024504868098	0.000710743619457591	0.000175312494521485
Master_mconsumosdolares_delta1	0.000114434577658774	0.000320302116336603	0.00028926561596045
Visa_mpagosdolares_delta1	0.000112220139717282	0.000709769022732879	0.000587296856646973
ccheques_depositados_delta1	0.000106371822961574	0.00211281398741816	0.000201609368699707
mcheques_depositados_delta1	0.000104886865945456	0.00279460490048655	0.000350624989042969
ccajas_extracciones_lag1	9.91532066245153e-05	0.000903479975299498	0.000368156238495118
cliente_edad_delta1	9.85508675123205e-05	0.00025340421444111	0.00022790624287793
Master_mconsumosdolares	9.73885132831794e-05	0.000228163657468641	0.000368156238495118
Master_mconsumototal	9.71007025774106e-05	0.000215946663035069	0.000201609368699707
Master_mpagado_lag1	9.63210770410874e-05	0.000390512725128383	0.000201609368699707
cseguro_vida	9.54977590476169e-05	0.00032995235260075	0.000175312494521485
mtarjeta_visa_descuentos_delta1	9.44533384073354e-05	0.00101347579670125	0.000298031240686524
ctarjeta_master_debitos_automaticos_lag1	9.21705938023881e-05	0.000242973762982683	0.000157781245069336
Master_delinquency_lag1	9.11739736846601e-05	0.000414437864637408	9.64218719868165e-05
internet_delta1	9.02396875377344e-05	0.000167773541649086	0.000201609368699707
Master_msaldodolares_lag1	8.96128372524597e-05	0.000815818053929789	0.000175312494521485
Master_mpagado_delta1	8.64669239563371e-05	0.000700088131041602	0.00022790624287793
mcaja_ahorro_adicional_delta1	8.48163811822549e-05	0.00163752740484453	0.000219140618151856
Master_mconsumosdolares_lag1	8.38015013196436e-05	0.000163306454320099	0.000157781245069336
mcheques_depositados	7.87584616766512e-05	0.000902765834459435	0.000245437492330078
Master_mpagado	7.87197348255648e-05	0.000507497369270907	0.00016654686979541
ccajas_extracciones_delta1	7.82323041329218e-05	0.000670185874717782	0.000201609368699707
minversion1_pesos_delta1	7.73311535943094e-05	0.000129650790523489	0.000122718746165039
ccajas_depositos_lag1	7.68553910094376e-05	0.00055116491117504	0.000149015620343262
Master_mpagosdolares	7.4029261741109e-05	7.79567511947887e-05	0.000210374993425781
ccajas_consultas	7.36440877862908e-05	0.00033207802604045	0.000122718746165039
mprestamos_hipotecarios_delta1	7.26376079310751e-05	1.8646413252182e-05	0.000105187496712891
Master_mconsumototal_lag1	6.93530460052408e-05	0.000384997898301179	0.000184078119247559
active_quarter	6.22319929093654e-05	9.31454012939826e-05	0.000122718746165039
ccheques_emitidos_lag1	6.16434983828945e-05	0.000600864811127319	9.64218719868165e-05
ctarjeta_master_debitos_automaticos	5.9438096052686e-05	0.000372920581979196	0.000131484370891113
Master_status_delta1	5.94239073627688e-05	0.00022719720479224	0.00022790624287793
minversion1_pesos_lag1	5.93306526926244e-05	0.00141165629697531	0.000140249995617188
mtarjeta_visa_descuentos_lag1	5.59182762296184e-05	0.000392389851433323	0.000131484370891113
cprestamos_hipotecarios	5.25875348162465e-05	0.000462592469838081	3.50624989042969e-05
mprestamos_prendarios_delta1	5.11874113230245e-05	0.00222826662851056	0.000210374993425781
Master_msaldodolares_delta1	5.10214358352861e-05	0.001003393849046	0.000157781245069336
cforex	5.08571664622099e-05	9.14485965115419e-05	0.000105187496712891
ccheques_emitidos	5.08274134505497e-05	0.000984042284139155	0.000105187496712891
ctarjeta_visa_lag1	4.08878898355104e-05	0.00097494330774886	0.000122718746165039
Master_mpagosdolares_lag1	4.01085854297516e-05	7.59476298427025e-05	0.000236671867604004
cforex_lag1	3.8863591945313e-05	0.000319408806433708	0.000122718746165039
active_quarter_delta1	3.85415768704471e-05	0.000132842412324139	7.01249978085938e-05
cforex_buy	3.79919123096019e-05	0.000466665569622383	4.38281236303711e-05
Master_mconsumototal_delta1	3.72064082139893e-05	2.42922363281553e-05	7.01249978085938e-05
cplazo_fijo_lag1	3.69185473404236e-05	0.000258360098330019	6.13593730825196e-05
Master_mpagosdolares_delta1	3.6415109559057e-05	2.60784719807233e-05	0.000113953121438965
tpaquete7_lag1	3.63558792876331e-05	0.00099532317400088	0.000262968741782227
mtarjeta_master_descuentos_delta1	3.62349990370481e-05	0.000217283055264445	0.000105187496712891
